Well,CRC Lib #,Formation,Sample Type,GR,ILD,Porosity,HCl Reaction,Avg. Depth,Leco TOC (%),S1 ,S2 ,S3,Tmax (°C),HI,OI,S1+S2,PI
Buffalo Gap Federal 35-1,T120,FRNR,core,120.9927562,17.89535249,6.40602113,1,11029.7,1.9,0.48,2.45,0.16,451,129,8,2.93,0.16
TRC 1,D636,MWRY,core,142.8218055,62.12401302,24.87315626,1,9892,3.02,1.79,4.91,0.39,444,163,13,6.7,0.27
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,9.5792,20.04,1,10687.8,2.5,0.29,7.49,0.21,445,300,8,7.78,0.04
Thunder Creek Fed C-3,S847,MWRY,core,120.0979,14.0496,18.03,1,10618.5,2.8,0.21,3.2,0.2,443,445,8,6.14,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,122.5773,4.0824,20.7,1,10728.4,1.35,0.15,1.76,0.24,446,130,18,1.91,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
Buffalo Gap Federal 35-1,T120,FRNR,core,120.9927562,17.89535249,6.40602113,1,11029.7,1.9,0.48,2.45,0.16,451,129,8,2.93,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,126.1670849,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.23,444,165,11,3.79,0.27
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.19,452,165,11,3.79,0.27
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6835,12.0433,19.21,1,10635.6,2.43,0.16,9.24,0.22,441,370,9,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,146.4782,5.5717,15.37,1,10517.3,0.36,0.08,0.52,0.23,447,144,64,0.6,0.13
TRC 1,D636,MWRY,core,127.8053146,26.45286186,22.7974065,1,9925.5,41.2,8.59,96.18,0.31,455,233,3,104.77,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6875,12.0433,19.21,1,10635.6,2.43,0.16,9.24,0.22,441,370,9,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,8.40319361,1,11247.8,1.73,1.9,2.56,0.33,452,126,29,3.57,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,8.29666526,1,11247.8,1.05,0.76,1.15,0.37,452,126,29,1.91,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,142.6134917,44.09833258,7.70459082,1,11225.15,2.61,2.29,3.47,0.14,448,210,5,6.77,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,175.932,10.0063,18.57,1,10644.7,2.47,0.27,8.13,0.18,440,338,7,8.36,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,108.2966,7.0376,16.15,1,10528.4,2.13,0.15,5.54,0.17,445,260,15,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,158.775,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.16,441,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4613,12.9131,18.62,1,10651.7,2.29,0.22,7.14,0.18,442,312,10,7.36,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8495,18.5789,18.73,1,10622.7,2.72,0.19,8.66,0.31,442,355,11,9.85,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,106.2322,11.2565,20,1,10599.6,3.16,0.21,15.86,0.23,444,502,7,16.07,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.57,0.18,14.74,0.23,441,413,6,14.92,0.01
Schuster Flats 14-27-47-9,T542,MWRY,core,127.56,53.283,8.681,1,10939.8,2.83,1.5,5.79,0.12,444,0.79,205,7.29,0.21
Schuster Flats 14-27-47-9,T542,MWRY,core,124.2361,36.446,8.567,1,10862.3,1.97,0.97,3.79,0.2,441,0.74,192,4.76,0.2
Buffalo Gap Federal 35-1,T120,MWRY,core,147.6676,12.1941,17.64,1,10653.5,1.1,0.25,1.46,0.23,441,300,12,2.39,0.04
Buffalo Gap Federal 35-1,T120,MWRY,core,136.4009,7.1152,7.40518962,1,10476.9,1.46,1.29,2.07,0.2,445,142,21,3.36,0.38
Thunder Creek Fed C-3,S847,MWRY,core,130.5010491,379.7629353,8.23366,1,8642,0.65,0.11,1.2,0.21,440,183,32,1.31,0.08
Thunder Creek Federal,S934,MWRY,core,161.0574078,30.06715732,7.4896688,1,11199,2.28,2.38,5.07,0.38,449,151,17,6.51,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,113.135171,51.70649342,9.7005988,1,11170,1.83,2.94,3.2,0.44,450,175,24,6.14,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,130.1952544,23.63004797,8.7996089,1,11074.7,1.68,0.66,2.49,0.11,452,148,7,3.15,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7637949,28.97315504,7.10578842,1,11325.9,1.5,1.84,2.26,0.41,448,151,27,4.1,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,25.44824061,8.40319361,1,11313.7,1.57,1.38,2.3,0.3,452,146,19,3.68,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0277249,30.06715732,7.4896688,1,11199,2.28,2.38,3.45,0.38,447,151,17,5.83,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,157.0695711,30.06715732,7.4896688,1,11343.2,2.28,2.38,3.45,0.33,450,151,17,5.83,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,131.0774563,34.41281963,7.60453029,1,11287.2,1.04,0.72,0.97,0.21,452,93,20,1.69,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
Thunder Creek Federal,S934,MWRY,core,182.0626667,10.76985833,13.40617939,1,9436,3.77,4.22,16.85,0.37,443,213,13,21.07,0.28
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,7.29666526,1,11247.8,1.14,1.02,1.44,0.33,452,126,29,2.46,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Schuster Flats 14-27-47-9,T542,MWRY,core,201.7631892,19.63277575,7.80808054,1,11348.1,1.93,1.2,3.68,0.37,449,142,19,4.88,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4009,5.4822,16.63,1,10472.9,1,1.2,2.7,0.2,445,270,20,3.9,0.31
JAVA STATE 16-9,T482,MWRY,core,164.2583,11.1393,9.7,1,10200.5,3.36,3.29,16.77,0.16,436,499,5,20.06,0.16
TRC 1,D636,MWRY,core,141.5701017,26.45286186,25.60581566,1,9880.5,2.9,1.87,4.8,0.35,445,166,12,6.67,0.28
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,8.444666,1,12656,2.25,1.02,1.8,0.25,455,80,9,2.82,0.36
CATED GUESS 11-1H,S505,MWRY,core,147.3701,13.8881,18.58,1,10620.6,2.2,0.21,6.66,0.42,442,463,11,6.87,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.4,1,10613.7,1.39,0.17,4.36,0.26,444,314,19,4.53,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,169.9461,4.2267,20.7,1,10194,1.91,0.24,5.71,0.16,436,130,18,5.95,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,146.4782,5.5717,15.37,1,10517.3,0.36,0.08,0.52,0.23,447,144,64,0.6,0.13
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,141.5187,17.9478,19.65,1,10641.8,2.12,0.24,6.29,0.19,441,426,9,6.58,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6835,12.0433,19.21,1,10635.6,2.47,0.18,9.14,0.22,441,370,9,9.32,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,150.7421,13.2941,18.59,1,10619.5,2.9,0.18,9.36,0.31,442,378,12,9.21,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,147.6676,12.1941,18.64,1,10653.5,1.93,0.25,5.79,0.23,441,300,12,6.04,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.7,1,10613.7,4.45,0.17,17.86,0.26,444,314,19,18.03,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,163.9319,10.4533,18.04,1,10655.6,1.76,0.22,4.76,0.19,443,270,11,4.98,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8495,18.5789,18.73,1,10622.7,2.72,0.19,9.66,0.31,442,355,11,9.85,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8495,18.5789,18.73,1,10622.7,2.72,0.19,9.66,0.31,442,355,11,9.85,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,163.9319,10.4533,18.04,1,10655.6,1.76,0.22,4.76,0.19,443,270,11,4.98,0.04
Buffalo Gap Federal 35-1,T120,MWRY,core,141.3719,4.5523,8.79,1,10138,1.68,0.66,2.49,0.11,437,331,6,3.15,0.12
EDUCATED GUESS 11-1H,S505,MWRY,core,145.9075,18.5325,18.93,1,10623.5,3.39,0.18,12.69,0.26,442,374,8,12.87,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.57,0.18,14.74,0.23,441,413,6,14.92,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,150.7421,13.2941,18.69,1,10619.5,2.63,0.18,9.93,0.31,442,378,12,10.11,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,145.9075,18.5325,18.93,1,10623.5,3.39,0.18,12.69,0.26,442,374,8,12.87,0.01
3 EVANS EDWARD M,A557,MWRY,core,138.6959283,13.29940574,8.28514457,1,9202,2.55,2.65,1.05,4.98,0.21,195,8,3.7,0.17
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,37.44866602,7.29666526,1,11161,1.14,1.02,1.44,,,126,29,2.46,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,8.30532782,1,11257.5,1.38,1.64,1.88,,,136,30,3.52,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,135.7690897,28.16232417,6.80267847,1,11305.3,1.15,0.93,1.46,,,127,23,2.39,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,212.5262,25.4328,8.40319361,1,10615.5,1.57,1.38,2.3,0.35,441,146,19,3.68,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1872122,51.40554821,10,1,11161.5,2.89,0.99,5.15,0.25,448,178,9,6.14,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,9.33550898,1,11255.5,1.94,3.13,3.44,0.42,450,177,24,6.57,0.48
Thunder Creek Federal,S934,MWRY,core,149.2740586,17.62877594,11.59812838,1,8371.5,2.22,1.33,5.3,0.28,438,213,13,6.63,0.28
Thunder Creek Fed C-3,S847,MWRY,core,172.9786505,367.3838183,11.57914606,1,8644,0.54,0.07,0.52,0.21,439,97,39,0.59,0.12
Thunder Creek Fed C-3,S847,MWRY,core,172.9786505,367.3838183,11.57914606,1,8644,0.54,0.07,0.52,0.21,439,97,39,0.59,0.12
Buffalo Gap Federal 35-1,T120,FRNR,core,120.9927562,17.89535249,6.40602113,1,11029.7,1.9,0.48,2.45,0.16,451,129,8,2.93,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,129.4035716,9.70794218,6.802678479,1,9420,1.15,0.93,1.46,0.24,448,171,9,2.39,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,9.500998,1,11199,1.77,1.67,1.98,0.38,449,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,7.60479042,1,11085,1.55,1.9,2.56,0.25,455,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,8.10379242,1,11183.9,1.98,2.25,2.82,0.1,451,142,19,5.07,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.9,2.56,0.46,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,8.29888561,1,11178.1,1.05,0.76,1.15,0.39,450,156,17,1.91,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,143.7671424,28.19807965,7.19091282,1,11118.1,0.96,,,,,,,0,
TRC 1,D636,MWRY,core,141.5701017,26.45286186,25.60581566,1,9880.5,2.9,1.87,4.8,0.35,445,166,12,6.67,0.28
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.76,0.15,9.34,0.15,444,399,6,9.5,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,9.5792,20.04,1,10687.8,2.5,0.29,7.49,0.21,445,300,8,7.78,0.04
6 MILLS,A558,MWRY,core,129.4035716,9.70794218,11.34190727,1,9420,2.56,1.51,4.37,0.24,448,171,9,5.88,0.26
TRC 1,D636,MWRY,core,138.9803993,68.07162548,28.04789512,1,11174.6,1.44,0.25,1.28,0.23,449,89,20,1.53,0.16
EDUCATED GUESS 11-1H,S505,MWRY,core,113.312,6.4192,20.16,1,10557.2,2.29,0.16,7,0.24,444,306,10,7.16,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,117.4576,9.0619,20.76,1,10690.7,2.2,0.21,6.66,0.18,443,303,8,6.87,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,175.932,10.0063,18.57,1,10644.7,2.47,0.27,8.36,0.18,440,338,7,8.63,0.03
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,5.60797429,1,12656,2.94,0.88,2.12,0.25,455,72,5,3,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,162.8413,17.1207,19.06,1,10640.4,2.58,0.3,10.3,0.19,442,399,7,10.6,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.4,1,10613.7,1.39,0.17,4.36,0.26,444,314,19,4.53,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
TRC 1,D636,MWRY,core,90.88895072,29.42376703,21.08789754,1,9919,11,2.54,19.44,0.57,452,177,6,21.98,0.12
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,137.3373,5.4714,17.39,1,10465.2,1.31,0.01,1.21,0.68,442,121,56,1.81,0.01
Buffalo Gap Federal 35-1,T120,MWRY,core,120.226,33.7,8.88,1,10912.5,2.13,1.09,2.57,0.13,446,0.76,257,5.83,0.17
EDUCATED GUESS 11-1H,S505,MWRY,core,108.5955,7.6008,16.15,1,10544.3,2.13,0.15,5.54,0.33,444,260,15,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,1.92,0.16,6.25,0.21,444,326,11,6.41,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,137.4531,14.4324,19.01,1,10633.7,2.31,0.15,7.15,0.24,443,310,10,7.3,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,172.2626,12.5444,18.33,1,10669.4,2.12,0.2,6.17,0.26,443,291,12,6.37,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.18,443,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,147.6676,12.1941,18.64,1,10653.5,1.93,0.25,5.79,0.23,441,300,12,6.04,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.57,0.18,14.74,0.23,441,413,6,14.92,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,150.7421,13.2941,18.69,1,10619.5,2.63,0.18,9.93,0.31,442,378,12,10.11,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,156.480199,20,6.8030585,1,11210.5,1.77,1.77,2.6,0.31,451,147,18,4.37,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,122.5773,4.0824,7.70459082,1,10728.4,1.79,1.44,3.41,0.24,446,191,18,4.85,0.3
Buffalo Gap Federal 35-1,T120,MWRY,core,142.4117,10.9485,8.60279441,1,10571.4,1.28,0.9,1.47,0.3,445,115,20,2.37,0.38
Thunder Creek Fed C-3,S847,MWRY,core,180.2958871,342.0071598,14.66529394,1,8645,0.45,0.07,0.37,0.12,442,82,27,0.44,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,111.3751626,6.59123953,7.70701996,1,8239.5,1.83,2.94,3.2,0.21,439,120,14,6.14,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,25.44824061,8.40319361,1,11313.7,1.57,1.38,2.3,0.3,452,146,19,3.68,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,204.4144792,19.59340834,7.70459082,1,11137.1,1.53,1.44,2.21,0.33,451,191,18,3.5,0.3
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,38.25781269,7.60479042,1,11013.9,1.55,1.9,2.56,0.1,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.2,2.56,0.4,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,9.500998,1,11199,1.77,1.67,1.98,0.38,449,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,154.3330947,26.35167182,8.40319361,1,11336,1.84,1.6,2.21,0.41,458,120,15,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,9.4011976,1,11154.6,0.68,0.58,1.01,0.23,449,149,34,1.59,0.36
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.9,2.56,0.46,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,9.33550898,1,11255.5,1.94,3.13,3.44,0.44,450,177,24,6.57,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.37,0.41,451,146,25,4.36,0.45
Bhuffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,10.5356,17.95,1,10676.5,2.13,0.2,7,0.2,442,329,9,7.2,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,165.6179,8.357,21.65,1,10716.5,2.68,0.27,8,0.18,441,299,7,8.27,0.03
TRC 1,D636,MWRY,core,150.2056709,8.60405267,7.724753939,1,8395,2.76,1.44,3.26,0.32,441,222,14,4.68,0.22
Buffalo Gap Federal 35-1,T120,MWRY,core,151.3815751,32.3806475,7.7059612,1,11330.35,0.15,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,8.444666,1,12658,2.25,1.02,1.8,0.15,463,80,9,2.82,0.36
TRC 1,D636,MWRY,core,127.8053146,26.45286186,22.7974065,1,9925.5,41.2,8.59,96.18,1.3,455,233,3,104.77,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,146.4782,5.5717,15.37,1,10517.3,0.36,0.08,0.52,0.23,447,144,64,0.6,0.13
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,175.932,10.0063,18.57,1,10644.7,2.47,0.27,8.36,0.18,440,338,7,8.63,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,108.2966,7.0376,16.5,1,10528.4,1.22,0.12,3.09,0.17,445,253,14,3.21,0.04
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,5.60797429,1,12658,2.94,0.88,2.12,0.25,455,72,5,3,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,174.7419,10.9247,16.5,1,10663.7,1.13,0.14,3.9,0.28,440,342,25,4.04,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4612,11.1311,21.65,1,10652.6,2.68,0.27,8,0.22,441,263,11,8.27,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,160.957,14.1393,19.81,1,10630.6,2.06,0.14,5.42,0.23,443,263,11,5.56,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,138.1476,15.3588,20.25,1,10627.7,2.98,0.15,9.82,0.3,441,330,10,9.97,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,141.5187,17.9478,19.65,1,10641.8,2.12,0.24,9.04,0.19,441,426,9,9.28,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,150.9407,19.0939,19.64,1,10638.8,2.16,0.25,7.52,0.17,442,348,8,7.77,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,138.1476,15.3588,20.25,1,10627.7,2.98,0.15,9.82,0.3,441,330,10,9.97,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,137.4531,14.4324,19.01,1,10633.7,2.31,0.15,7.15,0.24,443,310,10,7.3,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6835,12.0433,19.21,1,10635.6,2.47,0.18,9.14,0.22,441,370,9,9.32,0.02
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,10.11964108,1,12674,2.39,1.12,1.56,0.2,456,65,10,2.68,0.42
